Year,Ceremony,Award,Winner,Name,Film
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,Guest Wife ,Daniele Amfitheatrof
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Keys of the Kingdom ,Alfred Newman
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Lost Weekend ,Miklos Rozsa
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,Love Letters ,Victor Young
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Man Who Walked Alone ,Karl Hajos
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,"Objective, Burma! ",Franz Waxman
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,Paris--Underground ,Alexander Tansman
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,A Song to Remember ,"Miklos Rozsa, Morris Stoloff"
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Southerner ,Werner Janssen
1945,18,Music (Music Score of a Dramatic or Comedy Picture),1,Spellbound ,Miklos Rozsa
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,This Love of Ours ,H. J. Salter
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Valley of Decision ,Herbert Stothart
1945,18,Music (Music Score of a Dramatic or Comedy Picture),0,The Woman in the Window ,"Arthur Lange, Hugo Friedhofer"
1945,18,Music (Scoring of a Musical Picture),1,Anchors Aweigh ,Georgie Stoll
1945,18,Music (Scoring of a Musical Picture),0,Belle of the Yukon ,Arthur Lange
1945,18,Music (Scoring of a Musical Picture),0,Can't Help Singing ,"Jerome Kern, H. J. Salter"
1945,18,Music (Scoring of a Musical Picture),0,Hitchhike to Happiness ,Morton Scott
1945,18,Music (Scoring of a Musical Picture),0,Incendiary Blonde ,Robert Emmett Dolan
1945,18,Music (Scoring of a Musical Picture),0,Rhapsody in Blue ,"Ray Heindorf, Max Steiner"
1945,18,Music (Scoring of a Musical Picture),0,State Fair ,"Alfred Newman, Charles Henderson"
1945,18,Music (Scoring of a Musical Picture),0,Sunbonnet Sue ,Edward J. Kay
1945,18,Music (Scoring of a Musical Picture),0,The Three Caballeros ,"Charles Wolcott, Edward Plumb, Paul J. Smith"
1945,18,Music (Scoring of a Musical Picture),0,Tonight and Every Night ,"Marlin Skiles, Morris Stoloff"
1945,18,Music (Scoring of a Musical Picture),0,Why Girls Leave Home ,Walter Greene
1945,18,Music (Scoring of a Musical Picture),0,Wonder Man ,"Ray Heindorf, Lou Forbes"
1945,18,Music (Song),0,"""Accentuate The Positive"" from Here Come the Waves",Music by Harold Arlen; Lyrics by Johnny Mercer
1945,18,Music (Song),0,"""Anywhere"" from Tonight and Every Night",Music by Jule Styne; Lyrics by Sammy Cahn
1945,18,Music (Song),0,"""Aren't You Glad You're You?"" from The Bells of St. Mary's",Music by James Van Heusen; Lyrics by Johnny Burke
1945,18,Music (Song),0,"""The Cat And The Canary"" from Why Girls Leave Home",Music by Jay Livingston; Lyrics by Ray Evans
1945,18,Music (Song),0,"""Endlessly"" from Earl Carroll Vanities",Music by Walter Kent; Lyrics by Kim Gannon
1945,18,Music (Song),0,"""I Fall In Love Too Easily"" from Anchors Aweigh",Music by Jule Styne; Lyrics by Sammy Cahn
1945,18,Music (Song),0,"""I'll Buy That Dream"" from Sing Your Way Home",Music by Allie Wrubel; Lyrics by Herb Magidson
1945,18,Music (Song),1,"""It Might As Well Be Spring"" from State Fair",Music by Richard Rodgers; Lyrics by Oscar Hammerstein II
1945,18,Music (Song),0,"""Linda"" from G. I. Joe",Music and Lyrics by Ann Ronell
1945,18,Music (Song),0,"""Love Letters"" from Love Letters",Music by Victor Young; Lyrics by Eddie Heyman
1945,18,Music (Song),0,"""More And More"" from Can't Help Singing",Music by Jerome Kern; Lyrics by E. Y. Harburg
1945,18,Music (Song),0,"""Sleighride In July"" from Belle of the Yukon",Music by James Van Heusen; Lyrics by Johnny Burke
1945,18,Music (Song),0,"""So In Love"" from Wonder Man",Music by David Rose; Lyrics by Leo Robin
1945,18,Music (Song),0,"""Some Sunday Morning"" from San Antonio",Music by Ray Heindorf and M. K. Jerome; Lyrics by Ted Koehler
1945,18,Best Motion Picture,0,Anchors Aweigh ,Metro-Goldwyn-Mayer
1945,18,Best Motion Picture,0,The Bells of St. Mary's ,Rainbow Productions
1945,18,Best Motion Picture,1,The Lost Weekend ,Paramount
1945,18,Best Motion Picture,0,Mildred Pierce ,Warner Brothers
1945,18,Best Motion Picture,0,Spellbound ,Selznick International Pictures
1945,18,Short Subject (Cartoon),0,Donald's Crime ,"Walt Disney, Producer"
1945,18,Short Subject (Cartoon),0,Jasper and the Beanstalk ,"George Pal, Producer"
1945,18,Short Subject (Cartoon),0,Life with Feathers ,"Eddie Selzer, Producer"
1945,18,Short Subject (Cartoon),0,Mighty Mouse in Gypsy Life ,"Paul Terry, Producer"
1945,18,Short Subject (Cartoon),0,The Poet and Peasant ,"Walter Lantz, Producer"
1945,18,Short Subject (Cartoon),1,Quiet Please! ,"Frederick Quimby, Producer"
1945,18,Short Subject (Cartoon),0,Rippling Romance ,Screen Gems
1945,18,Short Subject (One Reel),0,Along the Rainbow Trail ,"Edmund Reek, Producer"
1945,18,Short Subject (One Reel),0,Screen Snapshots' 25th Anniversary ,"Ralph Staub, Producer"
1945,18,Short Subject (One Reel),1,Stairway to Light ,"Herbert Moulton, Producer; Jerry Bresler, Executive Producer"
1945,18,Short Subject (One Reel),0,Story of a Dog ,"Gordon Hollingshead, Producer"
1945,18,Short Subject (One Reel),0,White Rhapsody ,"Grantland Rice, Producer"
1945,18,Short Subject (One Reel),0,Your National Gallery ,"Joseph O'Brien and Thomas Mead, Producers"
1945,18,Short Subject (Two Reel),0,A Gun in His Hand ,"Chester Franklin, Producer; Jerry Bresler, Executive Producer"
1945,18,Short Subject (Two Reel),0,The Jury Goes Round 'N' Round ,"Jules White, Producer"
1945,18,Short Subject (Two Reel),0,The Little Witch ,"George Templeton, Producer"
1945,18,Short Subject (Two Reel),1,Star in the Night ,"Gordon Hollingshead, Producer"
1945,18,Sound Recording,1,The Bells of St. Mary's ,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director"
1945,18,Sound Recording,0,Flame of Barbary Coast ,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1945,18,Sound Recording,0,Lady on a Train ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1945,18,Sound Recording,0,Leave Her to Heaven ,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1945,18,Sound Recording,0,Rhapsody in Blue ,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director"
1945,18,Sound Recording,0,A Song to Remember ,"Columbia Studio Sound Department, John P. Livadary, Sound Director"
1945,18,Sound Recording,0,The Southerner ,"General Service, Jack Whitney, Sound Director"
1945,18,Sound Recording,0,They Were Expendable ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1945,18,Sound Recording,0,The Three Caballeros ,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director"
1945,18,Sound Recording,0,Three Is a Family ,"RCA Sound, W. V. Wolfe, Sound Director"
1945,18,Sound Recording,0,The Unseen ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1945,18,Sound Recording,0,Wonder Man ,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1945,18,Special Effects,0,Captain Eddie ,"Photographic Effects by Fred Sersen, Sol Halprin; Sound Effects by Roger Heman, Harry Leonard"
1945,18,Special Effects,0,Spellbound ,Photographic Effects by Jack Cosgrove
1945,18,Special Effects,0,They Were Expendable ,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Robert A. MacDonald; Sound Effects by Michael Steinore"
1945,18,Special Effects,0,A Thousand and One Nights ,Photographic Effects by Lawrence W. Butler; Sound Effects by Ray Bomba
1945,18,Special Effects,1,Wonder Man ,Photographic Effects by John Fulton; Sound Effects by Arthur W. Johns
1945,18,Writing (Original Motion Picture Story),0,The Affairs of Susan ,"Thomas Monroe, Laszlo Gorog"
1945,18,Writing (Original Motion Picture Story),1,The House on 92nd Street ,Charles G. Booth
1945,18,Writing (Original Motion Picture Story),0,A Medal for Benny ,"John Steinbeck, Jack Wagner"
1945,18,Writing (Original Motion Picture Story),0,"Objective, Burma! ",Alvah Bessie
1945,18,Writing (Original Motion Picture Story),0,A Song to Remember ,Ernst Marischka
1945,18,Writing (Original Screenplay),0,Dillinger ,Philip Yordan
1945,18,Writing (Original Screenplay),1,Marie-Louise ,Richard Schweizer
1945,18,Writing (Original Screenplay),0,Music for Millions ,Myles Connolly
1945,18,Writing (Original Screenplay),0,Salty O'Rourke ,Milton Holmes
1945,18,Writing (Original Screenplay),0,"What Next, Corporal Hargrove? ",Harry Kurnitz
1945,18,Writing (Screenplay),0,G. I. Joe ,"Leopold Atlas, Guy Endore, Philip Stevenson"
1945,18,Writing (Screenplay),1,The Lost Weekend ,"Charles Brackett, Billy Wilder"
1945,18,Writing (Screenplay),0,Mildred Pierce ,Ranald MacDougall
1945,18,Writing (Screenplay),0,Pride of the Marines ,Albert Maltz
1945,18,Writing (Screenplay),0,A Tree Grows in Brooklyn ,"Tess Slesinger, Frank Davis"
1945,18,Special Award,1,Walter Wanger,
1945,18,Special Award,1,Peggy Ann Garner,
1945,18,Special Award,1,The House I Live In,
1945,18,Special Award,1,"Republic Studio, Daniel J. Bloomberg and the Republic Studio Sound Department",
1946,19,Actor,1,Fredric March,The Best Years of Our Lives
1946,19,Actor,0,Laurence Olivier,Henry V
1946,19,Actor,0,Larry Parks,The Jolson Story
1946,19,Actor,0,Gregory Peck,The Yearling
1946,19,Actor,0,James Stewart,It's a Wonderful Life
1946,19,Actor in a Supporting Role,0,Charles Coburn,The Green Years
1946,19,Actor in a Supporting Role,0,William Demarest,The Jolson Story
1946,19,Actor in a Supporting Role,0,Claude Rains,Notorious
1946,19,Actor in a Supporting Role,1,Harold Russell,The Best Years of Our Lives
1946,19,Actor in a Supporting Role,0,Clifton Webb,The Razor's Edge
1946,19,Actress,1,Olivia de Havilland,To Each His Own
1946,19,Actress,0,Celia Johnson,Brief Encounter
1946,19,Actress,0,Jennifer Jones,Duel in the Sun
1946,19,Actress,0,Rosalind Russell,Sister Kenny
1946,19,Actress,0,Jane Wyman,The Yearling
1946,19,Actress in a Supporting Role,0,Ethel Barrymore,The Spiral Staircase
1946,19,Actress in a Supporting Role,1,Anne Baxter,The Razor's Edge
1946,19,Actress in a Supporting Role,0,Lillian Gish,Duel in the Sun
1946,19,Actress in a Supporting Role,0,Flora Robson,Saratoga Trunk
1946,19,Actress in a Supporting Role,0,Gale Sondergaard,Anna and the King of Siam
1946,19,Art Direction (Black and White),1,Anna and the King of Siam ,"Art Direction: Lyle Wheeler, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes"
1946,19,Art Direction (Black and White),0,Kitty ,"Art Direction: Hans Dreier, Walter Tyler; Interior Decoration: Sam Comer, Ray Moyer"
1946,19,Art Direction (Black and White),0,The Razor's Edge ,"Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little, Paul S. Fox"
1946,19,Art Direction (Color),0,Caesar and Cleopatra ,John Bryan
1946,19,Art Direction (Color),0,Henry V ,"Art Direction: Paul Sheriff, Carmen Dillon"
1946,19,Art Direction (Color),1,The Yearling ,"Art Direction: Cedric Gibbons, Paul Groesse; Interior Decoration: Edwin B. Willis"
1946,19,Cinematography (Black and White),1,Anna and the King of Siam ,Arthur Miller
1946,19,Cinematography (Black and White),0,The Green Years ,George Folsey
1946,19,Cinematography (Color),0,The Jolson Story ,Joseph Walker
1946,19,Cinematography (Color),1,The Yearling ,"Charles Rosher, Leonard Smith, Arthur Arling"
1946,19,Directing,1,The Best Years of Our Lives ,William Wyler
1946,19,Directing,0,Brief Encounter ,David Lean
1946,19,Directing,0,It's a Wonderful Life ,Frank Capra
1946,19,Directing,0,The Killers ,Robert Siodmak
1946,19,Directing,0,The Yearling ,Clarence Brown
1946,19,Documentary (Short Subject),0,Atomic Power ,The March of Time
1946,19,Documentary (Short Subject),0,Life at the Zoo ,Artkino
1946,19,Documentary (Short Subject),0,Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947) ,Paramount
1946,19,Documentary (Short Subject),1,Seeds of Destiny ,United States Department of War
1946,19,Documentary (Short Subject),0,Traffic with the Devil ,"Herbert Morgan, Producer"
1946,19,Film Editing,1,The Best Years of Our Lives ,Daniel Mandell
1946,19,Film Editing,0,It's a Wonderful Life ,William Hornbeck
1946,19,Film Editing,0,The Jolson Story ,William Lyon
1946,19,Film Editing,0,The Killers ,Arthur Hilton
1946,19,Film Editing,0,The Yearling ,Harold Kress
1946,19,Music (Music Score of a Dramatic or Comedy Picture),0,Anna and the King of Siam ,Bernard Herrmann
1946,19,Music (Music Score of a Dramatic or Comedy Picture),1,The Best Years of Our Lives ,Hugo Friedhofer
1946,19,Music (Music Score of a Dramatic or Comedy Picture),0,Henry V ,William Walton
1946,19,Music (Music Score of a Dramatic or Comedy Picture),0,Humoresque ,Franz Waxman
1946,19,Music (Music Score of a Dramatic or Comedy Picture),0,The Killers ,Miklos Rozsa
1946,19,Music (Scoring of a Musical Picture),0,Blue Skies ,Robert Emmett Dolan
1946,19,Music (Scoring of a Musical Picture),0,Centennial Summer ,Alfred Newman
1946,19,Music (Scoring of a Musical Picture),0,The Harvey Girls ,Lennie Hayton
1946,19,Music (Scoring of a Musical Picture),1,The Jolson Story ,Morris Stoloff
1946,19,Music (Scoring of a Musical Picture),0,Night and Day ,"Ray Heindorf, Max Steiner"
1946,19,Music (Song),0,"""All Through The Day"" from Centennial Summer",Music by Jerome Kern; Lyrics by Oscar Hammerstein II
1946,19,Music (Song),0,"""I Can't Begin To Tell You"" from The Dolly Sisters",Music by James Monaco; Lyrics by Mack Gordon
1946,19,Music (Song),0,"""Ole Buttermilk Sky"" from Canyon Passage",Music by Hoagy Carmichael; Lyrics by Jack Brooks
1946,19,Music (Song),1,"""On The Atchison, Topeka And The Santa Fe"" from The Harvey Girls",Music by Harry Warren; Lyrics by Johnny Mercer
1946,19,Music (Song),0,"""You Keep Coming Back Like A Song"" from Blue Skies",Music and Lyrics by Irving Berlin
1946,19,Best Motion Picture,1,The Best Years of Our Lives ,Samuel Goldwyn Productions
1946,19,Best Motion Picture,0,Henry V ,J. Arthur Rank-Two Cities Films
1946,19,Best Motion Picture,0,It's a Wonderful Life ,Liberty Films
1946,19,Best Motion Picture,0,The Razor's Edge ,20th Century-Fox
1946,19,Best Motion Picture,0,The Yearling ,Metro-Goldwyn-Mayer
1946,19,Short Subject (Cartoon),1,The Cat Concerto ,"Frederick Quimby, Producer"
1946,19,Short Subject (Cartoon),0,Chopin's Musical Moments ,"Walter Lantz, Producer"
1946,19,Short Subject (Cartoon),0,John Henry and the Inky Poo ,"George Pal, Producer"
1946,19,Short Subject (Cartoon),0,Squatter's Rights ,"Walt Disney, Producer"
1946,19,Short Subject (Cartoon),0,Walky Talky Hawky ,"Edward Selzer, Producer"
1946,19,Short Subject (One Reel),0,Dive-Hi Champs ,"Jack Eaton, Producer"
1946,19,Short Subject (One Reel),1,Facing Your Danger ,"Gordon Hollingshead, Producer"
1946,19,Short Subject (One Reel),0,Golden Horses ,"Edmund Reek, Producer"
1946,19,Short Subject (One Reel),0,Smart as a Fox ,"Gordon Hollingshead, Producer"
1946,19,Short Subject (One Reel),0,Sure Cures ,"Pete Smith, Producer"
1946,19,Short Subject (Two Reel),1,A Boy and His Dog ,"Gordon Hollingshead, Producer"
1946,19,Short Subject (Two Reel),0,College Queen ,"George B. Templeton, Producer"
1946,19,Short Subject (Two Reel),0,Hiss and Yell ,"Jules White, Producer"
1946,19,Short Subject (Two Reel),0,The Luckiest Guy in the World ,"Jerry Bresler, Producer"
1946,19,Sound Recording,0,The Best Years of Our Lives ,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1946,19,Sound Recording,0,It's a Wonderful Life ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1946,19,Sound Recording,1,The Jolson Story ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1946,19,Special Effects,1,Blithe Spirit ,Special Visual Effects by Thomas Howard
1946,19,Special Effects,0,A Stolen Life ,Special Visual Effects by William McGann; Special Audible Effects by Nathan Levinson
1946,19,Writing (Original Motion Picture Story),0,The Dark Mirror ,Vladimir Pozner
1946,19,Writing (Original Motion Picture Story),0,The Strange Love of Martha Ivers ,Jack Patrick
1946,19,Writing (Original Motion Picture Story),0,The Stranger ,Victor Trivas
1946,19,Writing (Original Motion Picture Story),0,To Each His Own ,Charles Brackett
1946,19,Writing (Original Motion Picture Story),1,Vacation from Marriage ,Clemence Dane
1946,19,Writing (Original Screenplay),0,The Blue Dahlia ,Raymond Chandler
1946,19,Writing (Original Screenplay),0,Children of Paradise ,Jacques Prevert
1946,19,Writing (Original Screenplay),0,Notorious ,Ben Hecht
1946,19,Writing (Original Screenplay),0,Road to Utopia ,"Norman Panama, Melvin Frank"
1946,19,Writing (Original Screenplay),1,The Seventh Veil ,"Muriel Box, Sydney Box"
1946,19,Writing (Screenplay),0,Anna and the King of Siam ,"Talbot Jennings, Sally Benson"
1946,19,Writing (Screenplay),1,The Best Years of Our Lives ,Robert E. Sherwood
1946,19,Writing (Screenplay),0,Brief Encounter ,"David Lean, Anthony Havelock-Allan, Ronald Neame"
1946,19,Writing (Screenplay),0,The Killers ,Anthony Veiller
1946,19,Writing (Screenplay),0,Open City ,"Sergio Amidei, F. Fellini"
1946,19,Special Award,1,Laurence Olivier,Henry V
1946,19,Special Award,1,Harold Russell,The Best Years of Our Lives
1946,19,Special Award,1,Ernst Lubitsch,
1946,19,Special Award,1,"Claude Jarman, Jr.",
1946,19,Irving G. Thalberg Memorial Award,1,Samuel Goldwyn,
1947,20,Actor,1,Ronald Colman,A Double Life
1947,20,Actor,0,John Garfield,Body and Soul
1947,20,Actor,0,Gregory Peck,Gentleman's Agreement
1947,20,Actor,0,William Powell,Life with Father
1947,20,Actor,0,Michael Redgrave,Mourning Becomes Electra
1947,20,Actor in a Supporting Role,0,Charles Bickford,The Farmer's Daughter
1947,20,Actor in a Supporting Role,0,Thomas Gomez,Ride the Pink Horse
1947,20,Actor in a Supporting Role,1,Edmund Gwenn,Miracle on 34th Street
1947,20,Actor in a Supporting Role,0,Robert Ryan,Crossfire
